sID,conversation_id,message_id,user_query,dewey_match,response,routing,risk,risk_note,created_at,Accurate?,Notes,Expert review,Lang,coding_ID,primary_code,sec_codes,sent,bot_answer_rating,trust_flag,other_flags,original_coder_notes,risk_amt,risk_note_coders,mutiple_coders_flag,coding_stage,coding_time,sent_post,human_code,model_code
3081,182621,1175549,What is my legislative district?,How do I know what district I'm in?,"To find your legislative and U.S. House districts in Pennsylvania, you can use the General Assembly's ""https://www.legis.state.pa.us/cfdocs/legis/home/findyourlegislator/"" Find Your Legislator tool. Once you input your address, the tool will show you which districts you live in and provide you with the name of your current representatives in the state House, state Senate, U.S. House, and U.S. Senate.",exact,,,10/15/24 12:08,Yes,Confirmed per expert review 10/28,,en,1448,[G],"[Elect Basic] , [House Basic]",,"[Exact, Accept]",[],[DISTRICT],,1,,TRUE,5,18:47:43,,G_Elect Basic,G_Elect Basic
3081,182621,1175549,What is my legislative district?,How do I know what district I'm in?,"To find your legislative and U.S. House districts in Pennsylvania, you can use the General Assembly's ""https://www.legis.state.pa.us/cfdocs/legis/home/findyourlegislator/"" Find Your Legislator tool. Once you input your address, the tool will show you which districts you live in and provide you with the name of your current representatives in the state House, state Senate, U.S. House, and U.S. Senate.",exact,,,10/15/24 12:08,Yes,Confirmed per expert review 10/28,,en,1448,[G],"[Elect Basic] , [House Basic]",,"[Exact, Accept]",[],[DISTRICT],,1,,TRUE,5,18:47:43,,G_House Basic,G_Elect Basic
3082,182621,1175545,How do I know what district I'm in?,How do I know what district I'm in?,"To find your legislative and U.S. House districts in Pennsylvania, you can use the General Assembly's ""https://www.legis.state.pa.us/cfdocs/legis/home/findyourlegislator/"" Find Your Legislator tool. Once you input your address, the tool will show you which districts you live in and provide you with the name of your current representatives in the state House, state Senate, U.S. House, and U.S. Senate.",exact,,,10/15/24 12:07,Yes,,,en,1449,[G],"[Elect Basic] , [Local Basic]",[N],"[Exact, Accept]",[],[REPEATEDQUESTION]|[DISTRICT],,1,,TRUE,5,18:47:56,[NEU],G_Elect Basic,G_Elect Basic
3082,182621,1175545,How do I know what district I'm in?,How do I know what district I'm in?,"To find your legislative and U.S. House districts in Pennsylvania, you can use the General Assembly's ""https://www.legis.state.pa.us/cfdocs/legis/home/findyourlegislator/"" Find Your Legislator tool. Once you input your address, the tool will show you which districts you live in and provide you with the name of your current representatives in the state House, state Senate, U.S. House, and U.S. Senate.",exact,,,10/15/24 12:07,Yes,,,en,1449,[G],"[Elect Basic] , [Local Basic]",[N],"[Exact, Accept]",[],[REPEATEDQUESTION]|[DISTRICT],,1,,TRUE,5,18:47:56,[NEU],G_Local Basic,G_Elect Basic
3082,182621,1175545,How do I know what district I'm in?,How do I know what district I'm in?,"To find your legislative and U.S. House districts in Pennsylvania, you can use the General Assembly's ""https://www.legis.state.pa.us/cfdocs/legis/home/findyourlegislator/"" Find Your Legislator tool. Once you input your address, the tool will show you which districts you live in and provide you with the name of your current representatives in the state House, state Senate, U.S. House, and U.S. Senate.",exact,,,10/15/24 12:07,Yes,,,en,1449,[G],"[Elect Basic] , [Local Basic]",[N],"[Exact, Accept]",[],[REPEATEDQUESTION]|[DISTRICT],,1,,TRUE,5,18:47:56,[NEU],G_Elect Basic,G_Elect Basic
3082,182621,1175545,How do I know what district I'm in?,How do I know what district I'm in?,"To find your legislative and U.S. House districts in Pennsylvania, you can use the General Assembly's ""https://www.legis.state.pa.us/cfdocs/legis/home/findyourlegislator/"" Find Your Legislator tool. Once you input your address, the tool will show you which districts you live in and provide you with the name of your current representatives in the state House, state Senate, U.S. House, and U.S. Senate.",exact,,,10/15/24 12:07,Yes,,,en,1449,[G],"[Elect Basic] , [Local Basic]",[N],"[Exact, Accept]",[],[REPEATEDQUESTION]|[DISTRICT],,1,,TRUE,5,18:47:56,[NEU],G_Local Basic,G_Elect Basic
3083,182621,1175543,what district is zip code 15202,How do I know what district I'm in?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? How do I know what district I'm in? What is my legislative district?,suggestion,,,10/15/24 12:06,,,,nl,1450,[G],"[Elect Basic] , [Local Basic]",[N],"[Suggestion, Align]",[],[REPEATEDQUESTION]|[DISTRICT],,1,,TRUE,5,18:47:59,[NEU],G_Elect Basic,G_Local Basic
3083,182621,1175543,what district is zip code 15202,How do I know what district I'm in?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? How do I know what district I'm in? What is my legislative district?,suggestion,,,10/15/24 12:06,,,,nl,1450,[G],"[Elect Basic] , [Local Basic]",[N],"[Suggestion, Align]",[],[REPEATEDQUESTION]|[DISTRICT],,1,,TRUE,5,18:47:59,[NEU],G_Local Basic,G_Local Basic
3083,182621,1175543,what district is zip code 15202,How do I know what district I'm in?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? How do I know what district I'm in? What is my legislative district?,suggestion,,,10/15/24 12:06,,,,nl,1450,[G],"[Elect Basic] , [Local Basic]",[N],"[Suggestion, Align]",[],[REPEATEDQUESTION]|[DISTRICT],,1,,TRUE,5,18:47:59,[NEU],G_Elect Basic,G_Local Basic
3083,182621,1175543,what district is zip code 15202,How do I know what district I'm in?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? How do I know what district I'm in? What is my legislative district?,suggestion,,,10/15/24 12:06,,,,nl,1450,[G],"[Elect Basic] , [Local Basic]",[N],"[Suggestion, Align]",[],[REPEATEDQUESTION]|[DISTRICT],,1,,TRUE,5,18:47:59,[NEU],G_Local Basic,G_Local Basic
3084,182621,1175543,what district is zip code 15202,What is my legislative district?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? How do I know what district I'm in? What is my legislative district?,suggestion,,,10/15/24 12:06,,,,en,1451,[G],"[Elect Basic] , [Local Basic]",[N],"[Suggestion, Align]",[],[REPEATEDQUESTION]|[DISTRICT],,1,,TRUE,5,18:48:07,[NEU],G_Elect Basic,G_Local Basic
3084,182621,1175543,what district is zip code 15202,What is my legislative district?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? How do I know what district I'm in? What is my legislative district?,suggestion,,,10/15/24 12:06,,,,en,1451,[G],"[Elect Basic] , [Local Basic]",[N],"[Suggestion, Align]",[],[REPEATEDQUESTION]|[DISTRICT],,1,,TRUE,5,18:48:07,[NEU],G_Local Basic,G_Local Basic
3084,182621,1175543,what district is zip code 15202,What is my legislative district?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? How do I know what district I'm in? What is my legislative district?,suggestion,,,10/15/24 12:06,,,,en,1451,[G],"[Elect Basic] , [Local Basic]",[N],"[Suggestion, Align]",[],[REPEATEDQUESTION]|[DISTRICT],,1,,TRUE,5,18:48:07,[NEU],G_Elect Basic,G_Local Basic
3084,182621,1175543,what district is zip code 15202,What is my legislative district?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? How do I know what district I'm in? What is my legislative district?,suggestion,,,10/15/24 12:06,,,,en,1451,[G],"[Elect Basic] , [Local Basic]",[N],"[Suggestion, Align]",[],[REPEATEDQUESTION]|[DISTRICT],,1,,TRUE,5,18:48:07,[NEU],G_Local Basic,G_Local Basic
3085,182621,1175539,Who are the candidates in district 2?,Who are the candidates in district 2?,Brendan Boyle is the Democratic incumbent and Aaron Bashir is the Republican candidate running to represent Pennsylvania's 2nd Congressional District in the U.S. House of Representatives.,exact,,,10/15/24 12:06,Yes,Confirmed in expert review 10/28,,en,1452,[G],[House Basic],[N],"[Exact, Accept]",[],[DISTRICT],"asking about a house district - therefore, tagged house basic",1,,TRUE,5,18:48:17,[NEU],G_House Basic,G_House Basic
3086,182621,1175537,What candidates are on the ballot for 15202,Who are the candidates in district 2?,I'm checking to see if we're on the same page. Do any of these questions spark something? Who are the candidates in district 2?,suggestion,,,10/15/24 12:06,,Skipped Spanish entries around 8PM per Christina's Slack message,EE ignoring per Christina,en,1453,[G],"[Elect Basic] , [Local Basic]",[N],"[Suggestion, Not Align]",[],[REPEATEDQUESTION]|[DISTRICT],,1,,TRUE,5,18:48:25,[NEU],G_Elect Basic,G_Elect Basic
3086,182621,1175537,What candidates are on the ballot for 15202,Who are the candidates in district 2?,I'm checking to see if we're on the same page. Do any of these questions spark something? Who are the candidates in district 2?,suggestion,,,10/15/24 12:06,,Skipped Spanish entries around 8PM per Christina's Slack message,EE ignoring per Christina,en,1453,[G],"[Elect Basic] , [Local Basic]",[N],"[Suggestion, Not Align]",[],[REPEATEDQUESTION]|[DISTRICT],,1,,TRUE,5,18:48:25,[NEU],G_Local Basic,G_Elect Basic
3086,182621,1175537,What candidates are on the ballot for 15202,Who are the candidates in district 2?,I'm checking to see if we're on the same page. Do any of these questions spark something? Who are the candidates in district 2?,suggestion,,,10/15/24 12:06,,Skipped Spanish entries around 8PM per Christina's Slack message,EE ignoring per Christina,en,1453,[G],"[Elect Basic] , [Local Basic]",[N],"[Suggestion, Not Align]",[],[REPEATEDQUESTION]|[DISTRICT],,1,,TRUE,5,18:48:25,[NEU],G_Elect Basic,G_Elect Basic
3086,182621,1175537,What candidates are on the ballot for 15202,Who are the candidates in district 2?,I'm checking to see if we're on the same page. Do any of these questions spark something? Who are the candidates in district 2?,suggestion,,,10/15/24 12:06,,Skipped Spanish entries around 8PM per Christina's Slack message,EE ignoring per Christina,en,1453,[G],"[Elect Basic] , [Local Basic]",[N],"[Suggestion, Not Align]",[],[REPEATEDQUESTION]|[DISTRICT],,1,,TRUE,5,18:48:25,[NEU],G_Local Basic,G_Elect Basic
3087,182572,1175168,Do I have to vote for every office on the ballot?,Do I have to vote for every office on the ballot?,"You do not have to vote for everything on the ballot. In Pennsylvania, you have the option to abstain from voting on specific races or ballot questions. It is your right to choose which races and issues you want to cast a vote for and which ones you prefer not to vote on.",exact,,,10/15/24 9:50,Yes,,,en,1446,[EL],[Voting Req],[N],"[Exact, Accept]",[],,,1,,TRUE,5,12:19:01,[NEU],EL_Voting Req,EL_Voting Req
