coding_ID,sID,conversation_id,message_id,user_query,dewey_match,response,created_at,primary_code,sec_codes,sent,bot_answer_rating,trust_flag,other_flags,coder_notes,risk_amt,risk_note,coder_name,mutiple_coders_flag,coding_stage,coding_time
2590,"1,273","194,665",1264550,What are the statewide races in Pennsylvania,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",11/5/24 6:13,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2591,"1,266","194,675",1264587,What time do polls open?,When do the polls open?,"Polls in Pennsylvania open at 7:00 a.m. and close at 8:00 p.m. on Election Day.

As long as you are in line to vote by 8 p.m., you are entitled to cast a ballot.",11/5/24 6:21,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2592,"1,260","194,680",1264609,When do the polls close?,When do the polls close?,"In Pennsylvania, the polls close at 8 p.m. on Election Day. If you are in line before or at the time the polls close, you will still be allowed to cast your vote. It's essential to plan your visit to the polling place accordingly to ensure you have enough time to vote.",11/5/24 6:27,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2593,"1,261","194,680",1264606,What time do polls close in pa,When do polls open and close in Pennsylvania?,"<p>Let's make sure you get the resources you need. Do one of these questions resonate?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">When do polls open and close in Pennsylvania?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">When do the polls close?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">When is Election Day in Pennsylvania?</a></div>",11/5/24 6:26,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2594,"1,257","194,683",1264624,My status is inactive can I vote,Can I vote if my registration is inactive?,"If your voter registration is marked as inactive, you can still vote. A voter is marked inactive if they have not voted for two consecutive federal election cycles and havenâ€™t responded to a county notice about their registration. If thatâ€™s your status, you can still vote on election day. Youâ€™ll just have to sign a form confirming your eligibility when you visit your polling place.",11/5/24 6:28,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2595,"1,258","194,683",1264622,Can I vote if my voting status is inactive,Can I vote if my registration is inactive?,"If your voter registration is marked as inactive, you can still vote. A voter is marked inactive if they have not voted for two consecutive federal election cycles and havenâ€™t responded to a county notice about their registration. If thatâ€™s your status, you can still vote on election day. Youâ€™ll just have to sign a form confirming your eligibility when you visit your polling place.",11/5/24 6:27,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2596,"1,255","194,684",1264628,Can I vote if my registration is inactive?,Can I vote if my registration is inactive?,"If your voter registration is marked as inactive, you can still vote. A voter is marked inactive if they have not voted for two consecutive federal election cycles and havenâ€™t responded to a county notice about their registration. If thatâ€™s your status, you can still vote on election day. Youâ€™ll just have to sign a form confirming your eligibility when you visit your polling place.",11/5/24 6:29,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2597,"1,256","194,684",1264626,If I haven't voted in 30 years can I vote today,"If I didn't vote in the last election, can I still vote in this election?","<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">If I didn't vote in the last election, can I still vote in this election?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote if I moved but havenâ€™t updated my registration?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote if my registration is inactive?</a></div>",11/5/24 6:29,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2598,"1,250","194,686",1264640,How can I access my sample ballot for the election?,How can I access my sample ballot for the election?,"Use ""https://www.spotlightpa.org/news/2024/09/pennsylvania-pennsylvania-ballot-sample-election-2024/"" Spotlight PA's sample ballot to see your candidates for the Nov. 5, 2024, election. Please note that the sample ballot does not include local ballot initiatives, so for that information, you should consult ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office.",11/5/24 6:33,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2599,"1,253","194,686",1264632,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",11/5/24 6:31,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2600,"1,252","194,687",1264634,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",11/5/24 6:32,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2601,"1,248","194,690",1264644,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",11/5/24 6:35,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2602,"1,247","194,692",1264648,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",11/5/24 6:35,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2603,"1,243","194,694",1264656,Who is running for attorney general?,Who is running for attorney general?,"In the upcoming election for Pennsylvania attorney general, Democrat Eugene DePasquale and Republican Dave Sunday will face third-party candidates Robert Cowburn of the Libertarian Party, Justin L. Magill of the Constitution Party, Eric L. Settle of the Forward Party, and Richard L. Weiss of the Green Party. Take our ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-attorney-general-candidates-quiz/"" PA attorney general candidate quiz to see which major party candidate for Pennsylvania attorney general most closely aligns with what matters to you.",11/5/24 6:36,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2604,"1,241","194,697",1264669,"If I didn't sign up for an absentee ballot but can't get to my polling place, how can I vote?","If I didn't sign up for an absentee ballot but can't get to my polling place, how can I vote?","If you've missed the deadline to request an absentee ballot and can't get to your polling place, you may be eligible for an ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot/emergency-absentee-ballot.html"" Emergency Ballot. This type of ballot is for emergency situations only, such as an unexpected illness, disability, or last-minute absence from your municipality. You can ""https://www.vote.pa.gov/Resources/Documents/PADOS_EmergencyAbsenteeBallotApplication_English.pdf"" request an Emergency Absentee Ballot beginning at 5 p.m. the Tuesday before the election. The deadline to submit your Emergency Absentee Ballot Application to your county election board is 8 p.m. on Election Day. Additionally, if you are unable to pick up or return your emergency ballot, you can authorize a representative to do so on your behalf.",11/5/24 6:40,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2605,"1,242","194,697",1264667,voting in pa if cannot make it to polling place,"If I didn't sign up for an absentee ballot but can't get to my polling place, how can I vote?","<p>Let's make sure you get the resources you need. Do one of these questions resonate?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">If I didn't sign up for an absentee ballot but can't get to my polling place, how can I vote?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote in PA if I missed deadline to register?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">How can I vote early in Pennsylvania?</a></div>",11/5/24 6:40,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2606,"1,236","194,703",1264694,Is there a specific time I need to vote?,Is there a specific time I need to vote?,"Election Day is Nov. 5, 2024. In Pennsylvania, polls open at 7 a.m and close at 8 p.m. If youâ€™re in line when the polls close, make sure you stay in line â€” you can still vote.",11/5/24 6:44,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
